fen,best
3k4/8/3K4/8/5R2/8/8/8 w - - 1 194,f4f8
1n2BbrQ/8/3k3p/p2pp3/p1PB3N/5PP1/PP2K3/6rR w - - 0 33,h8e5
rnbqkbnr/3pp2p/2B5/p1p2p2/P2PN3/4P1pN/1PPB1PPP/2RQK2R w Kkq - 0 15,d1h5
1n1r4/8/p1p2kp1/1pP2p1r/1PBPQ2P/P7/3B4/3RK1R1 w - - 0 40,e4e5
R7/1b4rr/1k1p3P/p7/P1KN2p1/2B4n/4P3/R7 w - - 7 62,c3a5
8/5R2/8/8/8/2n5/5K1k/8 w - - 61 152,f7h7
8/6QN/1p1B4/pP2n2k/P3P3/r2p1p1P/3P1P2/1N4KR w - - 4 54,g7g5
k7/8/2P5/4K1R1/p7/1p3N1p/5B2/1n6 w - - 2 99,g5g8
qn3k2/3n2rr/1pp3B1/p1Pp3p/PP1P1p1P/4RP2/1B6/R2bK3 w - - 1 44,e3e8
r1bqkbnr/ppp1p2p/8/3P1Bp1/3n2Q1/8/PPPP1PPP/RNB2KNR w kq - 1 7,g4h5
n4k2/8/6p1/B3Q1P1/1P1p1p2/7r/B3K3/2R1b3 w - - 11 76,c1c8
r1k4b/4nN2/1P1QPp2/8/2B3n1/1PP5/2b4P/1N2K2R w - - 7 50,d6c7
1rb2rk1/1n4bn/2ppp1PQ/4Pp1p/1p6/2P4P/1B4RK/RN3B1N w - - 0 35,h6h7
7k/8/r4N2/8/pn4R1/1r1P2P1/6B1/3K3N w - - 6 89,g4g8
r3n1rb/p3pk2/1pbPN1p1/P1n1PP1B/3P4/RP4PN/1B3P2/4K2R w - - 1 38,h3g5
3n1k2/Q6r/P4pP1/1pR1p3/4P1pP/3R1b2/5K2/8 w - - 0 51,d3d8
4k3/3nbpP1/r5p1/2pPQ2p/2P3nP/5N2/p3R3/3RKB2 w - - 1 41,e5e7
6r1/p7/n4k2/PbQ4B/3np2p/3P3P/5bPB/1R3KR1 w - - 4 48,c5e5
5br1/1bp4R/2rpkp2/P4pQ1/2pP1n2/8/P2PB3/R2K4 w - - 3 34,g5g8
rqk4r/3p3Q/3pp3/p5p1/B3Ppn1/P4P1R/4N1K1/B2R4 w - - 4 49,h7d7
2b1Q2r/p7/2Pbn3/P3krBP/1p2P3/5B2/2P2K2/3R1N2 w - - 5 51,d1d5
r5nQ/k2b1p2/p7/1R5p/4p1B1/6p1/2K2PNR/6N1 w - - 2 45,h8d4
1q1r1B2/N7/2R4p/1nn2k2/P2PpP1P/4KBR1/6r1/2N5 w - - 1 47,f3g4
1kq2b2/5npr/QpbPp3/5p1p/8/2PPP2P/4P1P1/R1B1KBR1 w - - 3 28,a6a7
K3k3/2Q5/B2B1p2/3P1Ppp/1r6/p7/P7/1R6 w - - 0 82,c7e7
8/1B3N2/P7/1k6/3Q4/2P5/8/NK6 w - - 13 129,d4b4
1k6/7R/1r2Bp2/1P2p3/Rb6/8/2K5/N2Q4 w - - 9 89,d1d8
4N3/2b5/kn3R2/pNp5/P1P5/5B2/5r2/K7 w - - 41 121,e8c7
6r1/1rN1nk2/2p2B2/p1np1Ppp/Pp1KQ2P/1P2P3/4B1bP/R5R1 w - - 3 43,e4e7
8/6b1/8/1B6/8/3NK3/8/3k1b2 w - - 23 151,b5a4
3k4/1P6/4K3/5p2/7P/8/8/n7 w - - 0 107,b7b8q
1r4Q1/6R1/5k2/pb2p3/3p1P1K/2pP4/1p5R/2N2B2 w - - 8 73,g8f7
2k5/8/2K5/P6B/7P/1r6/7b/5R1n w - - 4 91,f1f8
2k5/5Q2/8/8/1R6/8/1K5R/8 w - - 15 111,h2h8
7k/8/Q7/5N1P/PP1pr3/6Rn/6R1/1b5K w - - 9 90,a6h6
1R6/k1nNBP2/b7/5P1p/7K/4n2P/7n/8 w - - 3 64,e7c5
4Q3/6k1/2r1p3/4P1P1/p1p2Kp1/4N3/3R4/1b6 w - - 2 85,d2d7
r7/q1p5/2kb3r/Pp3P1p/QPPpp1pP/1N5B/1B2K3/RNR5 w - - 0 33,a4b5
5k2/1r2r2n/2p1P3/p5PP/PPK5/1R3p2/2Bq1N1R/Q5N1 w - - 2 58,a1h8
Rb6/5P2/5k1p/7P/6K1/p1N5/8/4R3 w - - 10 121,f7f8q
r1qr3n/2pkb3/2nppp2/1P5p/P3Q1p1/N1BN2PP/3PBP2/R1K4R w - - 1 31,e4c6
4rb1k/3p2pr/1p3N1p/P1p1Np1P/2b1p3/4n3/P1PP2P1/R1BQKBR1 w - - 2 28,e5g6
8/6r1/K2pB1R1/3Pk3/8/N2Qp3/R7/b7 w - - 26 105,d3e3
8/5R2/8/3B4/3k4/2N1p1Q1/1p2K3/8 w - - 4 88,g3e3
3k4/3rb2n/2Ppp2r/6Pp/NQP1pP2/q3P1P1/4R3/1B1K4 w - - 21 69,b4b8
1rbq2kr/ppp1npnp/3pN3/PPb4P/2P3R1/QN6/4P1P1/2BK1B2 w - - 1 22,g4g7
2b5/5p2/5P2/B7/8/k7/2K5/3R4 w - - 5 114,d1a1
4N3/b2Q4/6pr/r3kq1P/P3b2P/6K1/p5B1/5R2 w - - 0 64,d7d6
2r1k1n1/8/pnN1P1p1/2P1p1P1/4N2r/1p1P1RRp/P3K2P/7Q w - - 4 39,e4d6
1n2kB1r/r2b3p/2pQ4/p5NP/1p1PP1p1/1P1K4/P4P1R/RN1n1B2 w k - 0 27,d6e7
rnb1kbnr/p1qp1pp1/4p3/1Np3B1/1PPP3p/8/P3PPPP/R2QKBNR w KQkq - 2 7,b5c7
1b6/1k5q/2p5/1pQP2pp/6p1/1NP4N/1P5P/R1K2b2 w - - 1 51,c5c6
rnB3kr/6pp/p1pp4/2bnN1Q1/1qP1P2P/P4p2/1P1P1P2/1RB2K2 w - - 0 28,g5d8
2r4k/1Q6/2p4p/3p2N1/p1P1P1P1/4Pp1P/3R4/7K w - - 1 59,b7h7
r7/8/8/k1b5/1N6/1Kp5/5Q2/8 w - - 4 116,f2c5
3k4/r2B1pr1/np2PP2/p1Rb2p1/7p/4K1bP/8/6NR w - - 0 53,c5c8
5kn1/B7/n6P/1Q1rp2p/B3N3/5b1p/2p2PR1/2K5 w - - 0 73,b5e8
8/6P1/q3kB2/1RQ4r/7p/4K3/p7/6N1 w - - 16 82,c5e7
1k6/6QB/p1p4P/1pP5/1n2p3/4r1R1/1n1R4/1K6 w - - 10 82,d2d8
nn3k1r/1b4bp/2p1P1p1/Qp1p4/1PBpPP2/B1P4P/P3R3/RN2K1N1 w - - 1 29,a5d8
1nb1k2r/rpQpppb1/p1p2n1p/4B1p1/2P5/N2P1PPP/P2KP3/R4BNR w - - 1 14,c7c8
r1bqkbnr/3pp2p/np6/p1p3p1/5p1P/1PP2QP1/P2PPP2/RNB1KBNR w KQkq - 0 9,f3h5
1rq5/pbpp2r1/n2Nk1p1/1pP1p1Q1/1P1P3P/P1n2PN1/4P1P1/3RKBR1 w - - 5 24,g5e5
6k1/ppprp3/1b1r1Q2/2P2P1N/P2p4/B2P3p/6PP/1N4KR w - - 3 43,f6g7
R1r1nQ2/5b2/pP2p3/3k1ppP/2p3N1/5K2/6B1/1R6 w - - 3 71,f3e3
3k4/pR5b/P2N1r2/P6p/2pB3P/2P2p1P/1K6/8 w - - 0 76,d4f6
8/2QPk3/4r1p1/2b2p1p/1nN1P2P/3B2P1/P2N1P2/1r1RK1R1 w - - 3 39,d7d8q
5b2/3Q4/7k/7p/1P1Pp3/8/8/1N1KnQ1n w - - 8 89,f1f6
4Q3/3p4/3n3k/p3p3/PR2B1P1/7p/5K1P/2N5 w - - 0 59,e8g6
3k4/2r5/3N1bp1/pQ3P1r/8/3pP2N/3K1R1P/n1B5 w - - 12 52,b5e8
3b1k2/1brprp1p/2P1p3/1B4pP/p1PQ4/N4NPR/P5P1/R1BK4 w - - 0 30,d4h8
3k4/8/3K4/8/8/8/4b3/1R6 w - - 21 121,b1b8
2bk4/4R3/8/N2p2p1/7n/7r/2P2K2/5B1b w - - 0 59,a5c6
r1bqkbnr/1pppp3/1Q5p/p5p1/3n4/N3p1P1/PPPP1P1P/R1BK1BNR w kq - 0 9,b6g6
2k2N2/1p3p1r/1PB1Pb1p/7P/8/1P1p3b/3K4/R6n w - - 9 53,a1a8
1r1qkbn1/1bppp1pr/5p1p/p7/PpP3PP/3Q1PnN/1P1P1KB1/RNB4R w - - 0 15,d3g6
Q7/R7/3k4/2pP2p1/2P2pPn/8/7B/5K2 w - - 5 61,a8b8
4k2r/1pQ4b/3P4/N4p2/5p1P/p1b4P/P1P5/3K2NR w - - 2 42,c7e7
4k3/5p2/3p1Prb/p3p1n1/1r1P2NN/B1Q2b1B/3K4/3R3R w - - 2 45,c3c8
rn6/7R/1q1k4/p1pb1PB1/2PN4/K3p3/4r3/n2n4 w - - 4 63,g5f4
2qB4/r4p2/1p1Q1n1b/p4kpP/P2R4/4Pb1P/1P1P2B1/2n1K1NR w - - 5 40,d6f6
6bk/8/8/P1K5/8/2N1B3/2B5/8 w - - 23 106,e3d4
7k/1R6/3n4/6p1/8/p2P4/8/K3bR2 w - - 2 102,f1f8
1n2kqnr/r1p2p1p/2pp1Q2/6B1/pP4PP/P1bb4/5P2/RN1K2NR w - - 1 20,f6d8
2bqkb2/2p2r2/1prppQ2/p3N3/2PnnpP1/P6P/RB2PP2/1NK2BR1 w - - 2 27,f6f7
Nn3k2/3Q3p/1pR1p2r/p4p2/2Bb4/PbP1n1P1/5P2/4K3 w - - 1 39,c6c8
rnbq4/4n3/pppp2p1/1P1k3r/2NP2P1/1KP1R3/P6R/5B2 w - - 1 35,f1g2
r1bq1b2/3kp2p/Q1p1npr1/1p1P4/1P6/P1P1n2P/3N1PP1/R1B1KBNR w KQ - 1 18,a6c6
2r5/3nprp1/5pk1/pppPPb1p/5B1P/1P3QP1/P2K4/RN1BR1n1 w - - 6 45,f3h5
2k5/4r3/RP1Q2p1/2Np1p2/3P2Pp/bNB5/1P6/3K3n w - - 0 61,a6a8
2bBk1r1/6pp/rq5n/p1Q1p3/2P1P1P1/1P1B4/5P2/1N1K4 w - - 1 31,c5e7
1r4k1/p7/3P1Q2/3b1p2/1p3P1p/PRB3NP/2PP2r1/2K3NR w - - 7 48,f6g7
1n6/2r5/3r1p2/PNk4P/1pp1R1bP/4K3/Q1P5/2B5 w - - 0 60,a2c4
3R4/8/k1Br4/P3R2P/2p5/8/8/5K2 w - - 2 102,d8a8
1n3bkr/4P1B1/2b1p1P1/2p2p1p/7P/3PPNP1/K5B1/1N5R w - - 1 47,e7f8q
6B1/8/1R6/8/8/3B3K/5b2/k7 w - - 4 130,b6b1
2k1b1Q1/R7/5r2/pp1pB3/PP1P2Pp/2P5/3r4/5BK1 w - - 3 52,g8e8
1k6/8/Q7/6n1/3K3B/8/8/8 w - - 11 158,h4g3
Q7/7k/8/4K1R1/P4P2/8/8/8 w - - 1 125,a8h1
3nk1nb/1r1br2N/8/1N1pPP1p/6p1/2R3P1/7P/1Q1K2BR w - - 1 46,b5d6
b4Q1r/7k/1Pn5/4P3/2r2PN1/1K3p2/8/4R3 w - - 16 81,f8f7
1B3b1r/4p2p/2q2r2/1p1p1k2/pP1P4/K2N3p/6RP/4R3 w - - 1 48,e1e5
4k3/4p2r/8/BR1pN3/3P1p1p/5p1P/7K/8 w - - 1 67,b5b8
6n1/p5Q1/2k4B/1pP1qp2/n2Q3r/RP1B1R2/2K2P2/1Nb5 w - - 4 47,g7d7
4k3/4nr2/bQN4b/4p2p/4P3/B2p2p1/1K1P3p/1Nn2R2 w - - 2 61,b6d8
3rkb2/2n2p2/2N5/5Ppp/1pP1N3/1P1p4/1P1K4/3B4 w - - 2 80,e4f6
6nk/5Q2/1P2N2p/4PPP1/3p4/Pn4B1/8/5K2 w - - 5 64,f7g7
Q7/8/p1pN3k/2nP2rP/2P1N3/6p1/RP2K3/R6B w - - 1 63,a8h8
R1bk3r/1B2b3/4Pp2/2p1n3/1p2P1pP/2P1R2P/3K4/1NB3N1 w - - 2 27,a8c8
7Q/8/4k3/p1r1P2r/P7/3R4/2pK4/2B3N1 w - - 4 95,h8f6
5k2/2R3Rn/rp2B1n1/1P2p3/5r2/2K1P3/5P2/8 w - - 3 55,g7g8
1n2Rr2/1bk4p/p1p3p1/5P2/5P2/r1b4K/3Q4/1R6 w - - 5 48,d2d8
r4br1/3bn1n1/4p2B/pPRp1p2/3P1Npk/NP6/R4PP1/4K3 w - - 0 49,g2g3
4k3/7B/8/8/1B6/4B1p1/8/r2R1K2 w - - 0 151,h7g6
b3r3/5P1k/2p3pP/rRnp3B/q2Q4/7R/8/5K2 w - - 9 76,d4g7
4Q3/1k5p/p4rbp/1PK4P/8/8/4R3/8 w - - 1 69,e2e7
1r1k4/6br/2Pp4/p1p1pQ2/p2n4/1P1K4/5PR1/5R2 w - - 2 61,f5d7
1Q3b1n/4k1r1/1pB2p2/B1P2p2/5Ppp/pP4N1/2N5/R3K3 w - - 2 66,b8e8
4R3/8/8/kpP3K1/8/P7/2P1P1n1/8 w - - 0 78,e8a8
1r2nkr1/pR3p1p/3p2P1/1P3P2/1P2p3/2Pb4/3Q1N1R/2B1K3 w - - 3 39,b7f7
rnb2br1/5p2/1pBpk1p1/p3p1B1/qp3Q2/R2P1N1n/4P3/1N3K2 w - - 0 29,f4f6
r1bqkbnr/ppppp2p/n4p2/6p1/5P2/4P2P/PPPP2P1/RNBQKBNR w KQkq - 0 4,d1h5
kr6/8/8/2N2P1P/1p6/1K6/3R4/8 w - - 1 106,d2a2
5Q2/2k5/3N4/1PP1P2p/4N1p1/2n4B/1K5P/4R3 w - - 2 68,f8c8
4r2r/p4bpp/5Q2/2bPpp2/q1PB2k1/3nP1P1/5P1P/5KNR w - - 1 33,f6h4
Q7/8/R5b1/2K1k3/8/2P5/1P4n1/2B5 w - - 2 69,a8d5
7R/1Q6/7n/8/7K/8/k7/2r5 w - - 35 161,h8a8
3k1bn1/ppqr1p1r/n2Q2pp/2p1P2P/4PP2/2P4b/PP2KBP1/RN4NR w - - 3 19,d6f8
3R4/8/4N2k/1p3P2/1n1p4/1K6/5n2/3n4 w - - 20 89,d8h8
k5Br/3R2p1/1R6/5p2/2p2P1P/4nK2/8/r1Q5 w - - 1 78,c1a1
8/R7/2k3P1/8/7K/4Q3/8/6B1 w - - 17 164,e3c5
4Q3/3nr3/1p2k3/2p1p3/p1N1P1pP/P1PP1R1N/5K2/R4B2 w - - 2 38,h3g5
1n6/1k6/2R1Bb2/5r2/RNP2P2/1Q1P4/8/5K2 w - - 5 67,e6c8
2kB4/3b4/8/8/8/1R6/7K/1R6 w - - 13 175,b3b8
r2q1bn1/pp3kpr/2Q1bp1p/2p1p2P/PnP2NP1/3P4/R2pPP2/3K1B1R w - - 0 24,c6e6
4B2k/5P2/r1RR4/1P5N/7P/8/p7/2N3K1 w - - 0 69,d6h6
2k4r/P2p3p/3B4/1pPn4/8/P7/1K4b1/5q2 w - - 1 56,a7a8q
3nk3/3rp1Pp/pp6/2p5/P1R5/1P1Pp3/8/3K1B2 w - - 1 50,g7g8q
R3r1k1/R7/5B2/5pK1/3r3p/p3P1P1/8/2N5 w - - 10 80,a8e8
5k2/7R/5K2/7p/7P/8/5R2/8 w - - 1 104,h7h8
kn2N3/4p3/P2pp2p/p1Q3P1/qn1PP2p/2P2KP1/3B4/1R3BR1 w - - 2 40,e8c7
rn1q1k2/p1p1p1b1/b2QP1pr/PN1N1p1p/1P1B4/3P3P/3PK3/R4B1R w - - 3 25,d6d8
B2k4/3r2n1/5P1P/p1N1Q2p/2P2rb1/RPN1B1P1/n3R2P/4K3 w - - 4 44,e5b8
5k2/p6R/2r5/1b2P2P/3R4/2pp1P2/7K/8 w - - 5 71,d4d8
7r/2B5/P1p1prpn/P4k1p/1R5P/5PP1/1bPPK3/1NN2B1R w - - 11 44,b4f4
2r3kr/4b2p/p1n1N3/1p6/1P1Q1Bpq/Pb2n1P1/2P4P/2R1K2R w - - 12 42,d4g7
3k4/n1r4R/1r6/PpQ2Pp1/4N1P1/7n/2P5/2B2KR1 w - - 1 53,c5f8
r1bqkbnr/p1ppp1p1/np3p1p/8/8/3BP2N/PPPP1PPP/RNBQ1K1R w kq - 0 5,d3g6
4R3/7R/3k3B/2p2P2/p1P5/2K5/2n5/5r2 w - - 3 72,e8e6
5N2/rppBrp1p/p4k2/4n3/7p/3p4/6R1/2B3KR w - - 0 49,f8h7
rnbqkbnr/pp1pp3/2Q3pp/5p2/8/2P2P2/PP1PP1PP/RNB1KBNR w KQkq - 0 5,c6g6
2r2br1/4p1pp/p1pk4/4p1K1/nP1B1PQ1/2P2p1B/7P/R7 w - - 2 42,g4d7
k1n4R/3Q1n2/2p5/1p5P/5r2/4b1K1/1p6/8 w - - 16 81,h8c8
4Q3/2N5/2pk1P2/p3p3/1nq5/2nb1P2/P6P/R1K2B1R w - - 0 47,e8e7
5Rnr/3k1P2/3n1P2/7P/2p5/3Q4/q6B/7K w - - 17 69,d3d6
8/4R3/1k6/4Q3/6R1/P6K/8/8 w - - 19 118,g4g6
2n1R3/5Pk1/1R4P1/7p/P1p2K1P/P4b2/8/8 w - - 4 66,f7f8q
rn3k1r/pb3p1Q/1p1qB1p1/R1p3N1/2PP2NP/b3P3/8/2B2KR1 w - - 2 33,h7f7
r1b2bn1/pp1p2p1/2n2p1r/4kp2/PPp3Pp/2PQ3N/1B2P1BP/RN2K2R w - - 0 18,d3d5
bn3b2/Q2p1pr1/r1kP4/pp4pp/P1N1P1PP/1P6/2P4R/R1BK1nN1 w - - 1 27,a7c7
8/Q7/5B2/8/8/5b2/7B/1K5k w - - 13 162,a7g1
1k3rR1/4p3/1K1pP2P/p7/Pp6/1Pb5/4bN2/8 w - - 14 53,g8f8
4k3/R7/3r4/5pRr/7p/2K1P2P/5P2/2B5 w - - 5 59,g5g8
8/8/8/7k/4QK2/8/8/8 w - - 25 134,e4h7
rnbq2nr/1pp3pk/5p1p/P2ppPP1/8/b1P4P/PB1PP1B1/R2QK1NR w KQ - 1 12,g5g6
1n2kbn1/2Q3p1/5pb1/1Rp1p2r/1PP3Pp/3PPP2/1P1KN2P/rNB2B1R w - - 4 27,b5b8
7k/1Q6/3K4/8/8/4R3/8/8 w - - 4 157,e3e8
8/3rp3/8/2k5/2B2BpP/p1pnP2R/P1P3p1/RQ1K4 w - - 4 49,b1b5
8/3B1r1p/5r2/1P2k3/p7/3R2PK/2P5/7R w - - 2 100,h1e1
4kb2/3bn1B1/1p2P2r/1PpPK1p1/2NP4/8/8/5R1q w - - 7 48,f1f8
Bn2n2k/5p2/8/ppR5/3PP3/6R1/3KN3/5r2 w - - 4 60,c5h5
5k2/R7/PR6/K3N2p/7P/P5P1/8/1b4nb w - - 37 89,b6b8
5Q2/8/4N1kP/2B5/1K6/P5N1/3r4/8 w - - 3 91,f8g7
3k1b1r/3pr3/5p2/1np1BPp1/Q1P1p2p/1B1PP2P/1RRK4/6N1 w - - 2 47,a4a8
rnbqkb2/2ppp3/5nr1/p5pp/1p1P1P2/3Q4/PPPBPP1P/RN2K1NR w KQq - 0 11,d3g6
5R2/8/3Pk3/3R4/4P3/3N4/7K/3b4 w - - 7 117,d3c5
3k1r2/rbppn1p1/4pQ2/pP6/5Ppp/PRN1P1RP/3P1K2/5BN1 w - - 0 32,f6f8
5k1n/2Q5/8/1Np2p1p/2Pp2P1/6bR/R3K3/5B2 w - - 3 63,a2a8
2bk1r2/rpp5/3pBp1Q/p4n2/4p2p/2P3R1/PB6/R2K2N1 w - - 0 30,h6f8
5k2/3Q4/p4P2/2R1P3/1P3P2/7p/4b2K/N7 w - - 12 75,c5c8
2Q4R/k7/3b4/p2N4/6P1/1B3P2/2K1R3/8 w - - 3 92,c8a8
8/6R1/4k3/P3P3/1N1K4/8/1n6/5B2 w - - 22 118,f1h3
r1bqk2r/p1p2pQp/2p1pn2/6N1/2B5/b3P3/PP1P1PPP/RNB1K2R w KQkq - 2 11,g7f7
k1b5/3Q4/2RB4/p1p4p/1PP5/4b1P1/R7/1N3K2 w - - 2 48,c6c8
r1bqkbnr/pp1pp3/2p4p/5pp1/1PP2P2/5BP1/P2PP2P/RNBQK1NR w KQkq - 0 8,f3h5
2b1kr2/1Q2p3/7b/1P1p2p1/rB3PPp/5N1P/2K1P1B1/7R w - - 0 46,b7e7
8/k7/2P5/p5n1/4p3/1QP5/5R2/1N4K1 w - - 1 107,b3b7
r2kn2r/7p/b3K3/3p2p1/1B3p2/P1QB2P1/RP3P1P/1N5R w - - 3 40,b4e7
1rbq3r/1p1nb3/p2ppp2/n1p2k1p/3P1P1p/PPP1PK1P/3N2P1/R1N2BR1 w - - 0 22,f1d3
1rk5/8/npPPN1p1/p4b2/Pq3P1r/N2p4/7R/4RK1B w - - 1 46,d6d7
1nk2b2/1brp4/4Q3/pp1PPn1r/P3PN1P/8/2P3P1/R1q1BK2 w - - 3 42,e6e8
7r/1b5k/4B3/2p4P/1RP1pB2/6PK/8/rN6 w - - 10 64,b4b7
1n6/1p2Nppr/rkpb3P/pNq2PB1/P2Qp1bR/4P3/1P3K2/R7 w - - 3 34,e7c8
8/2R3r1/k4np1/6K1/p6P/P1B5/8/1Q4NR w - - 12 79,b1b7
1kr1Q1b1/p7/Pp3b1n/5B1p/q1P1PP1P/2R5/3K4/4R3 w - - 5 53,e8c8
2b5/p5Q1/npkr1p2/P1pp4/RPP3p1/3p2P1/6KR/1n3NN1 w - - 7 38,b4b5
2k4n/Q7/8/3p4/3PRp2/B6P/5N2/1K6 w - - 3 72,e4e8
r1bqkb1r/ppppp2p/n4p2/6p1/2P1P3/P7/RP1P1P1n/1NBQKBNR w Kkq - 1 7,d1h5
6kr/6r1/6PB/1p1b3P/4R3/3N4/8/5nK1 w - - 11 72,e4e8
r1bqkbnr/1pppp3/Q6B/n4pp1/2P3P1/P2P4/1P2PP1P/RN2KBNR w KQkq - 1 8,a6g6
Q4q2/3k4/8/1RRK4/3p1p2/3P1P1r/8/8 w - - 1 96,b5b7
3rk1n1/p7/n1PP3p/PpB4P/R4p2/3P2N1/Q3P1P1/4KBb1 w - - 2 43,a2g8
2k1b3/B3Q3/6pr/4pp2/2p3q1/1P2KB2/R4P2/6nR w - - 0 58,f3b7
rn1k1r1b/p2pp3/qp5n/3N1QBp/bP1pP1PP/P7/R1P1NP2/4KR2 w - - 7 20,f5f8
r3k2q/1p1br3/4B3/p1p1ppbR/P1P1p3/N1R2P1Q/1P1B1Kp1/1N6 w - - 8 39,h5h8
2b1Nb1k/3p2p1/p2nP1P1/3Pp3/1p6/6Pq/3K1R2/8 w - - 1 51,f2f8
3B1Rnk/8/2N3Pp/3P2p1/b1P3P1/2b2N2/6K1/B2B4 w - - 3 68,a1c3
rnbr4/pp1pbpnp/1q3kp1/1P2p3/8/1P1P1N1P/1QP1PPP1/3RKB1R w K - 3 17,b2e5
7k/2Q5/5p2/b1p1pP2/P6p/4N3/1R5p/3K4 w - - 2 67,b2b8
5N1b/1brpQ3/2p3rk/p3pP1p/P1P1B1PP/1P2P3/5PK1/q1R3R1 w - - 9 48,e7h7
r3r3/5pPp/1p5b/pP3k2/2PQ1P2/2BP2RP/3NP3/4KBN1 w - - 3 35,d4f6
8/6R1/8/8/R7/1n6/4p2k/4K3 w - - 6 152,a4h4
5R2/Q3P3/8/1k1K4/8/8/8/8 w - - 5 132,f8b8
rnbqkbnr/ppppp3/B5pp/5p1Q/4P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4,h5g6
rnbqkbnr/ppppp1p1/7p/5p2/4P1Q1/8/PPPP1PPP/RNB1KBNR w KQkq - 0 3,g4g6
4Q3/6k1/4B1N1/5K2/8/8/1r6/5b2 w - - 1 137,e8h8
3k2r1/r1bn1Q1n/1pP5/Pp1p4/3PbPp1/3BP2P/P2K2P1/5RNR w - - 1 27,f7d7
q6r/7n/1pp2np1/p1k2N1p/P1Pp1BpP/2RP3R/1P3P2/1N4K1 w - - 0 42,f4d6
BQ6/2b5/7k/p4p2/1R1Pr3/6Q1/RB4K1/8 w - - 5 82,b8h8
1n1qkb1r/r2bp3/pp1p4/P1p3pp/1PP3pP/N7/2QPP1P1/R1B1KBNR w Kk - 0 13,c2g6
2k1n2R/R7/7p/8/N2p1p2/P7/5K2/7r w - - 16 93,h8e8
6R1/3b2b1/6k1/8/PN1Q1pP1/N2PpK2/6B1/7r w - - 3 75,d4g7
3r1Br1/p1n4k/4Q3/P2p1pp1/6N1/np4R1/RP2P1b1/4KB2 w - - 1 40,e6h6
8/p4pPk/P3r2p/P2R3P/2p5/2P1p3/6RK/8 w - - 2 58,g7g8q
2b1N1n1/1n4b1/1pp1r1p1/p2PkP1r/P7/1P1K1Q2/2P2q2/2R2BNR w - - 0 27,f3e4
r1b2kn1/q2P4/2n3Qb/1Np3p1/2p5/3p2PP/4R3/2B2BKR w - - 1 32,e2e8
4kr2/3n2b1/5B2/1pp4R/3P4/1Pp2q1Q/N3P1P1/2RK1BN1 w - - 1 38,h3e6
2b3n1/3rq1p1/Pbp2p2/p7/P2pPkNP/2rP4/4BKP1/5RR1 w - - 1 37,g2g3
N2k4/3P2r1/p3Q3/P1pn4/p3KpPP/8/4P3/2BR1BNR w - - 1 34,e6e8
3k4/2p2npp/P1P2r2/3np3/3p4/B2P1P2/b2K2p1/1R6 w - - 2 55,b1b8
4N3/7k/8/3P4/PR6/K3p3/6R1/8 w - - 1 111,b4h4
3R4/1P6/2p5/2P2k1P/1Q5P/8/4R3/K4B1N w - - 1 118,d8f8
r1bk1b1r/2p3p1/p2p4/1B3pPp/NP1n4/P3QpnN/7P/R1K4R w - - 1 28,e3e8
1QB3k1/7p/3P3P/3Pp1P1/4P3/2p5/2K5/8 w - - 2 93,c8e6
Q7/7k/8/8/5KR1/8/8/8 w - - 5 169,a8h1
rk1Nq3/5Q2/b1n1r1p1/1N2P3/p1p1P1pP/P2P4/PB4PR/3RK3 w - - 1 38,f7c7
1n5r/r5kp/4pR2/p3pPb1/1p1P4/N4b2/P1PQP1BP/R1B3K1 w - - 2 34,d2g5
1R6/3k2B1/6R1/8/R3K3/8/8/8 w - - 17 186,a4a7
r1n1kbQ1/2Qp2p1/3p4/1b3pNr/1P5P/2P3PR/R3PK2/8 w - - 2 36,g8f7
6r1/8/B1pP2pp/2P2p1n/5P1P/6B1/2rkNK2/4RR2 w - - 2 52,e1d1
n6R/k7/8/5Q2/4Q3/2N5/8/1K6 w - - 3 129,f5a5
2k5/8/p1K5/P6P/2P1R3/5P2/8/n1N4r w - - 0 89,e4e8
Bk1n2R1/7R/rp3p2/1pp4p/4rP2/P2p3P/3P3K/8 w - - 4 54,g8d8
b6k/3n4/r1N1R3/3pPp2/PK2PP1P/2B5/8/6R1 w - - 4 62,e6h6
1N3n2/1b2kB2/8/1Q1pPPp1/p1P4p/N7/KR3P2/R7 w - - 1 66,b5e8
1k1r2nr/1n2b1q1/1RQ2ppp/2B3PP/B4p2/P2P4/RPP5/1N2K3 w - - 1 39,c6b7
8/1NQ3pk/4P3/p1rpB2p/P2P3P/3Rb3/1P2K3/7R w - - 12 63,c7g7
n6k/prn5/4BP2/3P2P1/2K5/R7/8/8 w - - 11 94,a3h3
3k4/r1R1b1rn/nN1p2p1/6Pp/8/2BK1N2/P1B2p2/2r4R w - - 2 50,c7c8
1k3n2/4R3/8/8/8/pp6/8/3R3K w - - 0 123,d1d8
rnb2k1r/p3ppbp/4PP2/1p1p3Q/2P2B2/p2P3p/P3NP1q/R3KBR1 w Q - 0 25,h5f7
6r1/R7/1Q4pk/5p2/pp3P1b/p4N2/4K3/6qR w - - 2 63,h1h4
8/4N3/4P3/7k/5Q2/8/2R5/b5K1 w - - 0 89,c2h2
